source,target,length_km,speed_kph,name
n2429,n2529,0.6672,35,AD Lane
n2430,n2330,0.6672,60,AE Boulevard
n2430,n2429,0.6632,35,25th Street
n2430,n2431,0.6632,35,25th Street
n2430,n2530,0.6672,60,AE Boulevard
n2431,n2331,0.6672,35,AF Lane
n2431,n2430,0.6632,35,25th Street
n2431,n2432,0.6632,35,25th Street
n2431,n2531,0.6672,35,AF Lane
n2432,n2332,0.6672,35,AG Lane
n2432,n2431,0.6632,35,25th Street
n2432,n2433,0.6632,35,25th Street
n2432,n2532,0.6672,35,AG Lane
n2433,n2333,0.6672,35,AH Lane
n2433,n2432,0.6632,35,25th Street
n2433,n2434,0.6632,35,25th Street
n2433,n2533,0.6672,35,AH Lane
n2434,n2334,0.6672,35,AI Lane
n2434,n2433,0.6632,35,25th Street
n2434,n2435,0.6632,35,25th Street
n2435,n2335,0.6672,60,AJ Boulevard
n2435,n2434,0.6632,35,25th Street
n2435,n2436,0.6632,35,25th Street
n2435,n2535,0.6672,60,AJ Boulevard
n2436,n2336,0.6672,35,AK Lane
n2436,n2435,0.6632,35,25th Street
n2436,n2437,0.6632,35,25th Street
n2436,n2536,0.6672,35,AK Lane
n2437,n2337,0.6672,35,AL Lane
n2437,n2436,0.6632,35,25th Street
n2437,n2438,0.6632,35,25th Street
n2437,n2537,0.6672,35,AL Lane
n2438,n2338,0.6672,35,AM Lane
n2438,n2437,0.6632,35,25th Street
n2438,n2439,0.6632,35,25th Street
n2438,n2538,0.6672,35,AM Lane
n2439,n2339,0.6672,35,AN Lane
n2439,n2438,0.6632,35,25th Street
n2439,n2539,0.6672,35,AN Lane
n2500,n2400,0.6672,60,A Boulevard
n2500,n2501,0.6632,60,26th Avenue
n2500,n2600,0.6672,60,A Boulevard
n2501,n2401,0.6672,35,B Lane
n2501,n2500,0.6632,60,26th Avenue
n2501,n2502,0.6632,60,26th Avenue
n2501,n2601,0.6672,35,B Lane
n2502,n2402,0.6672,35,C Lane
n2502,n2501,0.6632,60,26th Avenue
n2502,n2503,0.6632,60,26th Avenue
n2502,n2602,0.6672,35,C Lane
n2503,n2403,0.6672,35,D Lane
n2503,n2502,0.6632,60,26th Avenue
n2503,n2504,0.6632,60,26th Avenue
n2503,n2603,0.6672,35,D Lane
n2504,n2404,0.6672,35,E Lane
n2504,n2503,0.6632,60,26th Avenue
n2504,n2505,0.6632,60,26th Avenue
n2504,n2604,0.6672,35,E Lane
n2505,n2405,0.6672,60,F Boulevard
n2505,n2504,0.6632,60,26th Avenue
n2505,n2506,0.6632,60,26th Avenue
n2505,n2605,0.6672,60,F Boulevard
n2506,n2406,0.6672,35,G Lane
n2506,n2505,0.6632,60,26th Avenue
n2506,n2507,0.6632,60,26th Avenue
n2506,n2606,0.6672,35,G Lane
n2507,n2407,0.6672,35,H Lane
n2507,n2506,0.6632,60,26th Avenue
n2507,n2508,0.6632,60,26th Avenue
n2507,n2607,0.6672,35,H Lane
n2508,n2408,0.6672,35,I Lane
n2508,n2507,0.6632,60,26th Avenue
n2508,n2509,0.6632,60,26th Avenue
n2508,n2608,0.6672,35,I Lane
n2509,n2409,0.6672,35,J Lane
n2509,n2508,0.6632,60,26th Avenue
n2509,n2510,0.6632,60,26th Avenue
n2509,n2609,0.6672,35,J Lane
n2510,n2410,0.6672,60,K Boulevard
n2510,n2509,0.6632,60,26th Avenue
n2510,n2511,0.6632,60,26th Avenue
n2510,n2610,0.6672,60,K Boulevard
n2511,n2411,0.6672,35,L Lane
n2511,n2510,0.6632,60,26th Avenue
n2511,n2512,0.6632,60,26th Avenue
n2511,n2611,0.6672,35,L Lane
n2512,n2412,0.6672,35,M Lane
n2512,n2511,0.6632,60,26th Avenue
n2512,n2513,0.6632,60,26th Avenue
n2513,n2413,0.6672,35,N Lane
n2513,n2512,0.6632,60,26th Avenue
n2513,n2514,0.6632,60,26th Avenue
n2513,n2613,0.6672,35,N Lane
n2514,n2414,0.6672,35,O Lane
n2514,n2513,0.6632,60,26th Avenue
n2514,n2515,0.6632,60,26th Avenue
n2514,n2614,0.6672,35,O Lane
n2515,n2415,0.6672,60,P Boulevard
n2515,n2514,0.6632,60,26th Avenue
n2515,n2516,0.6632,60,26th Avenue
n2515,n2615,0.6672,60,P Boulevard
n2516,n2416,0.6672,35,Q Lane
n2516,n2515,0.6632,60,26th Avenue
n2516,n2517,0.6632,60,26th Avenue
n2516,n2616,0.6672,35,Q Lane
n2517,n2417,0.6672,35,R Lane
n2517,n2516,0.6632,60,26th Avenue
n2517,n2518,0.6632,60,26th Avenue
n2517,n2617,0.6672,35,R Lane
n2518,n2418,0.6672,35,S Lane
n2518,n2517,0.6632,60,26th Avenue
n2518,n2519,0.6632,60,26th Avenue
n2518,n2618,0.6672,35,S Lane
n2519,n2419,0.6672,35,T Lane
n2519,n2518,0.6632,60,26th Avenue
n2519,n2520,0.6632,60,26th Avenue
n2519,n2619,0.6672,35,T Lane
n2520,n2420,0.6672,60,U Boulevard
n2520,n2519,0.6632,60,26th Avenue
n2520,n2521,0.6632,60,26th Avenue
n2520,n2620,0.6672,60,U Boulevard
n2521,n2421,0.6672,35,V Lane
n2521,n2520,0.6632,60,26th Avenue
n2521,n2522,0.6632,60,26th Avenue
n2521,n2621,0.6672,35,V Lane
n2522,n2422,0.6672,35,W Lane
n2522,n2521,0.6632,60,26th Avenue
n2522,n2523,0.6632,60,26th Avenue
n2522,n2622,0.6672,35,W Lane
n2523,n2423,0.6672,35,X Lane
n2523,n2522,0.6632,60,26th Avenue
n2523,n2524,0.6632,60,26th Avenue
n2523,n2623,0.6672,35,X Lane
n2524,n2424,0.6672,35,Y Lane
n2524,n2523,0.6632,60,26th Avenue
n2524,n2525,0.6632,60,26th Avenue
n2524,n2624,0.6672,35,Y Lane
n2525,n2425,0.6672,60,Z Boulevard
n2525,n2524,0.6632,60,26th Avenue
n2525,n2526,0.6632,60,26th Avenue
n2525,n2625,0.6672,60,Z Boulevard
n2526,n2426,0.6672,35,AA Lane
n2526,n2525,0.6632,60,26th Avenue
n2526,n2527,0.6632,60,26th Avenue
n2526,n2626,0.6672,35,AA Lane
n2527,n2427,0.6672,35,AB Lane
n2527,n2526,0.6632,60,26th Avenue
n2527,n2528,0.6632,60,26th Avenue
n2527,n2627,0.6672,35,AB Lane
n2528,n2428,0.6672,35,AC Lane
n2528,n2527,0.6632,60,26th Avenue
n2528,n2529,0.6632,60,26th Avenue
n2528,n2628,0.6672,35,AC Lane
n2529,n2429,0.6672,35,AD Lane
n2529,n2528,0.6632,60,26th Avenue
n2529,n2530,0.6632,60,26th Avenue
n2529,n2629,0.6672,35,AD Lane
n2530,n2430,0.6672,60,AE Boulevard
n2530,n2529,0.6632,60,26th Avenue
n2530,n2531,0.6632,60,26th Avenue
n2530,n2630,0.6672,60,AE Boulevard
n2531,n2431,0.6672,35,AF Lane
n2531,n2530,0.6632,60,26th Avenue
n2531,n2532,0.6632,60,26th Avenue
n2531,n2631,0.6672,35,AF Lane
n2532,n2432,0.6672,35,AG Lane
n2532,n2531,0.6632,60,26th Avenue
n2532,n2533,0.6632,60,26th Avenue
n2533,n2433,0.6672,35,AH Lane
n2533,n2532,0.6632,60,26th Avenue
n2533,n2534,0.6632,60,26th Avenue
n2533,n2633,0.6672,35,AH Lane
n2534,n2533,0.6632,60,26th Avenue
n2534,n2535,0.6632,60,26th Avenue
n2534,n2634,0.6672,35,AI Lane
n2535,n2435,0.6672,60,AJ Boulevard
n2535,n2534,0.6632,60,26th Avenue
n2535,n2536,0.6632,60,26th Avenue
n2535,n2635,0.6672,60,AJ Boulevard
n2536,n2436,0.6672,35,AK Lane
n2536,n2535,0.6632,60,26th Avenue
n2536,n2537,0.6632,60,26th Avenue
n2537,n2437,0.6672,35,AL Lane
n2537,n2536,0.6632,60,26th Avenue
n2537,n2538,0.6632,60,26th Avenue
n2537,n2637,0.6672,35,AL Lane
n2538,n2438,0.6672,35,AM Lane
n2538,n2537,0.6632,60,26th Avenue
n2538,n2539,0.6632,60,26th Avenue
n2538,n2638,0.6672,35,AM Lane
n2539,n2439,0.6672,35,AN Lane
n2539,n2538,0.6632,60,26th Avenue
n2539,n2639,0.6672,35,AN Lane
n2539,n2039,3.3359,100,Ring Motorway
n2539,n3039,3.3359,100,Ring Motorway
n2600,n2500,0.6672,60,A Boulevard
n2600,n2601,0.6631,35,27th Street
n2600,n2700,0.6672,60,A Boulevard
n2601,n2501,0.6672,35,B Lane
n2601,n2600,0.6631,35,27th Street
n2601,n2602,0.6631,35,27th Street
n2602,n2502,0.6672,35,C Lane
n2602,n2601,0.6631,35,27th Street
n2602,n2603,0.6631,35,27th Street
n2602,n2702,0.6672,35,C Lane
n2603,n2503,0.6672,35,D Lane
n2603,n2602,0.6631,35,27th Street
n2603,n2604,0.6631,35,27th Street
n2603,n2703,0.6672,35,D Lane
n2604,n2504,0.6672,35,E Lane
n2604,n2603,0.6631,35,27th Street
n2604,n2704,0.6672,35,E Lane
n2605,n2505,0.6672,60,F Boulevard
n2605,n2606,0.6631,35,27th Street
n2605,n2705,0.6672,60,F Boulevard
n2606,n2506,0.6672,35,G Lane
n2606,n2605,0.6631,35,27th Street
n2606,n2607,0.6631,35,27th Street
n2606,n2706,0.6672,35,G Lane
n2607,n2507,0.6672,35,H Lane
n2607,n2606,0.6631,35,27th Street
n2607,n2608,0.6631,35,27th Street
n2607,n2707,0.6672,35,H Lane
n2608,n2508,0.6672,35,I Lane
n2608,n2607,0.6631,35,27th Street
n2608,n2609,0.6631,35,27th Street
n2608,n2708,0.6672,35,I Lane
n2609,n2509,0.6672,35,J Lane
n2609,n2608,0.6631,35,27th Street
n2609,n2610,0.6631,35,27th Street
n2610,n2510,0.6672,60,K Boulevard
n2610,n2609,0.6631,35,27th Street
n2610,n2611,0.6631,35,27th Street
n2610,n2710,0.6672,60,K Boulevard
n2611,n2511,0.6672,35,L Lane
n2611,n2610,0.6631,35,27th Street
n2611,n2711,0.6672,35,L Lane
n2612,n2613,0.6631,35,27th Street
n2613,n2513,0.6672,35,N Lane
n2613,n2614,0.6631,35,27th Street
n2613,n2713,0.6672,35,N Lane
n2613,n2612,0.6631,35,27th Street
n2614,n2514,0.6672,35,O Lane
n2614,n2613,0.6631,35,27th Street
n2614,n2615,0.6631,35,27th Street
n2614,n2714,0.6672,35,O Lane
n2615,n2515,0.6672,60,P Boulevard
n2615,n2614,0.6631,35,27th Street
n2615,n2616,0.6631,35,27th Street
n2615,n2715,0.6672,60,P Boulevard
n2616,n2516,0.6672,35,Q Lane
n2616,n2615,0.6631,35,27th Street
n2616,n2617,0.6631,35,27th Street
n2617,n2517,0.6672,35,R Lane
n2617,n2616,0.6631,35,27th Street
n2617,n2618,0.6631,35,27th Street
n2617,n2717,0.6672,35,R Lane
n2618,n2518,0.6672,35,S Lane
n2618,n2617,0.6631,35,27th Street
n2618,n2718,0.6672,35,S Lane
n2619,n2519,0.6672,35,T Lane
n2619,n2620,0.6631,35,27th Street
n2619,n2719,0.6672,35,T Lane
n2620,n2520,0.6672,60,U Boulevard
n2620,n2619,0.6631,35,27th Street
n2620,n2621,0.6631,35,27th Street
n2620,n2720,0.6672,60,U Boulevard
n2621,n2521,0.6672,35,V Lane
n2621,n2620,0.6631,35,27th Street
n2621,n2721,0.6672,35,V Lane
n2622,n2522,0.6672,35,W Lane
n2622,n2623,0.6631,35,27th Street
n2623,n2523,0.6672,35,X Lane
n2623,n2622,0.6631,35,27th Street
n2623,n2624,0.6631,35,27th Street
n2623,n2723,0.6672,35,X Lane
n2624,n2524,0.6672,35,Y Lane
n2624,n2623,0.6631,35,27th Street
n2624,n2724,0.6672,35,Y Lane
n2625,n2525,0.6672,60,Z Boulevard
n2625,n2626,0.6631,35,27th Street
n2625,n2725,0.6672,60,Z Boulevard
n2626,n2526,0.6672,35,AA Lane
n2626,n2625,0.6631,35,27th Street
n2626,n2627,0.6631,35,27th Street
n2626,n2726,0.6672,35,AA Lane
n2627,n2527,0.6672,35,AB Lane
n2627,n2626,0.6631,35,27th Street
n2627,n2628,0.6631,35,27th Street
n2627,n2727,0.6672,35,AB Lane
n2628,n2528,0.6672,35,AC Lane
n2628,n2627,0.6631,35,27th Street
n2628,n2629,0.6631,35,27th Street
n2628,n2728,0.6672,35,AC Lane
n2629,n2529,0.6672,35,AD Lane
n2629,n2628,0.6631,35,27th Street
n2629,n2630,0.6631,35,27th Street
n2629,n2729,0.6672,35,AD Lane
n2630,n2530,0.6672,60,AE Boulevard
n2630,n2629,0.6631,35,27th Street
n2630,n2631,0.6631,35,27th Street
n2630,n2730,0.6672,60,AE Boulevard
n2631,n2531,0.6672,35,AF Lane
n2631,n2630,0.6631,35,27th Street
n2631,n2632,0.6631,35,27th Street
n2631,n2731,0.6672,35,AF Lane
n2632,n2631,0.6631,35,27th Street
n2632,n2633,0.6631,35,27th Street
n2632,n2732,0.6672,35,AG Lane
n2633,n2533,0.6672,35,AH Lane
n2633,n2632,0.6631,35,27th Street
n2633,n2634,0.6631,35,27th Street
n2633,n2733,0.6672,35,AH Lane
n2634,n2534,0.6672,35,AI Lane
n2634,n2633,0.6631,35,27th Street
n2634,n2635,0.6631,35,27th Street
n2635,n2535,0.6672,60,AJ Boulevard
n2635,n2634,0.6631,35,27th Street
n2635,n2636,0.6631,35,27th Street
n2635,n2735,0.6672,60,AJ Boulevard
n2636,n2635,0.6631,35,27th Street
n2636,n2637,0.6631,35,27th Street
n2636,n2736,0.6672,35,AK Lane
n2637,n2537,0.6672,35,AL Lane
n2637,n2636,0.6631,35,27th Street
n2637,n2638,0.6631,35,27th Street
n2637,n2737,0.6672,35,AL Lane
n2638,n2538,0.6672,35,AM Lane
n2638,n2637,0.6631,35,27th Street
n2638,n2639,0.6631,35,27th Street
n2638,n2738,0.6672,35,AM Lane
n2639,n2539,0.6672,35,AN Lane
n2639,n2638,0.6631,35,27th Street
n2639,n2739,0.6672,35,AN Lane
n2700,n2600,0.6672,60,A Boulevard
n2700,n2701,0.6631,35,28th Street
n2700,n2800,0.6672,60,A Boulevard
n2701,n2700,0.6631,35,28th Street
n2701,n2702,0.6631,35,28th Street
n2701,n2801,0.6672,35,B Lane
n2702,n2602,0.6672,35,C Lane
n2702,n2701,0.6631,35,28th Street
n2702,n2703,0.6631,35,28th Street
n2702,n2802,0.6672,35,C Lane
n2703,n2603,0.6672,35,D Lane
n2703,n2702,0.6631,35,28th Street
n2703,n2704,0.6631,35,28th Street
n2704,n2604,0.6672,35,E Lane
n2704,n2703,0.6631,35,28th Street
n2704,n2705,0.6631,35,28th Street
n2704,n2804,0.6672,35,E Lane
n2705,n2605,0.6672,60,F Boulevard
n2705,n2704,0.6631,35,28th Street
n2705,n2706,0.6631,35,28th Street
n2705,n2805,0.6672,60,F Boulevard
n2706,n2606,0.6672,35,G Lane
n2706,n2705,0.6631,35,28th Street
n2706,n2707,0.6631,35,28th Street
n2706,n2806,0.6672,35,G Lane
n2707,n2607,0.6672,35,H Lane
n2707,n2706,0.6631,35,28th Street
n2707,n2708,0.6631,35,28th Street
n2707,n2807,0.6672,35,H Lane
n2708,n2608,0.6672,35,I Lane
n2708,n2707,0.6631,35,28th Street
n2708,n2709,0.6631,35,28th Street
n2708,n2808,0.6672,35,I Lane
n2709,n2708,0.6631,35,28th Street
n2709,n2710,0.6631,35,28th Street
n2709,n2809,0.6672,35,J Lane
n2710,n2610,0.6672,60,K Boulevard
n2710,n2709,0.6631,35,28th Street
n2710,n2711,0.6631,35,28th Street
n2710,n2810,0.6672,60,K Boulevard
n2711,n2611,0.6672,35,L Lane
n2711,n2710,0.6631,35,28th Street
n2711,n2712,0.6631,35,28th Street
n2711,n2811,0.6672,35,L Lane
n2712,n2711,0.6631,35,28th Street
n2712,n2713,0.6631,35,28th Street
n2713,n2613,0.6672,35,N Lane
n2713,n2712,0.6631,35,28th Street
n2713,n2714,0.6631,35,28th Street
n2713,n2813,0.6672,35,N Lane
n2714,n2614,0.6672,35,O Lane
n2714,n2713,0.6631,35,28th Street
n2714,n2715,0.6631,35,28th Street
n2714,n2814,0.6672,35,O Lane
n2715,n2615,0.6672,60,P Boulevard
n2715,n2714,0.6631,35,28th Street
n2715,n2716,0.6631,35,28th Street
n2715,n2815,0.6672,60,P Boulevard
n2716,n2715,0.6631,35,28th Street
n2716,n2717,0.6631,35,28th Street
n2716,n2816,0.6672,35,Q Lane
n2717,n2617,0.6672,35,R Lane
n2717,n2716,0.6631,35,28th Street
n2717,n2718,0.6631,35,28th Street
n2717,n2817,0.6672,35,R Lane
n2718,n2618,0.6672,35,S Lane
n2718,n2717,0.6631,35,28th Street
n2718,n2719,0.6631,35,28th Street
n2718,n2818,0.6672,35,S Lane
n2719,n2619,0.6672,35,T Lane
n2719,n2718,0.6631,35,28th Street
n2719,n2720,0.6631,35,28th Street
n2720,n2620,0.6672,60,U Boulevard
n2720,n2719,0.6631,35,28th Street
n2720,n2721,0.6631,35,28th Street
n2720,n2820,0.6672,60,U Boulevard
n2721,n2621,0.6672,35,V Lane
n2721,n2720,0.6631,35,28th Street
n2721,n2722,0.6631,35,28th Street
n2721,n2821,0.6672,35,V Lane
n2722,n2721,0.6631,35,28th Street
n2722,n2723,0.6631,35,28th Street
n2722,n2822,0.6672,35,W Lane
n2723,n2623,0.6672,35,X Lane
n2723,n2722,0.6631,35,28th Street
n2723,n2724,0.6631,35,28th Street
n2723,n2823,0.6672,35,X Lane
n2724,n2624,0.6672,35,Y Lane
n2724,n2723,0.6631,35,28th Street
n2724,n2725,0.6631,35,28th Street
n2724,n2824,0.6672,35,Y Lane
n2725,n2625,0.6672,60,Z Boulevard
n2725,n2724,0.6631,35,28th Street
n2725,n2726,0.6631,35,28th Street
n2725,n2825,0.6672,60,Z Boulevard
n2726,n2626,0.6672,35,AA Lane
n2726,n2725,0.6631,35,28th Street
n2726,n2727,0.6631,35,28th Street
n2726,n2826,0.6672,35,AA Lane
n2727,n2627,0.6672,35,AB Lane
n2727,n2726,0.6631,35,28th Street
n2727,n2827,0.6672,35,AB Lane
n2728,n2628,0.6672,35,AC Lane
n2728,n2729,0.6631,35,28th Street
n2729,n2629,0.6672,35,AD Lane
n2729,n2728,0.6631,35,28th Street
n2729,n2730,0.6631,35,28th Street
n2729,n2829,0.6672,35,AD Lane
n2730,n2630,0.6672,60,AE Boulevard
n2730,n2729,0.6631,35,28th Street
n2730,n2731,0.6631,35,28th Street
n2730,n2830,0.6672,60,AE Boulevard
n2731,n2631,0.6672,35,AF Lane
n2731,n2730,0.6631,35,28th Street
n2731,n2732,0.6631,35,28th Street
n2732,n2632,0.6672,35,AG Lane
n2732,n2731,0.6631,35,28th Street
n2732,n2733,0.6631,35,28th Street
n2732,n2832,0.6672,35,AG Lane
n2733,n2633,0.6672,35,AH Lane
n2733,n2732,0.6631,35,28th Street
n2733,n2734,0.6631,35,28th Street
n2733,n2833,0.6672,35,AH Lane
n2734,n2733,0.6631,35,28th Street
n2734,n2735,0.6631,35,28th Street
n2734,n2834,0.6672,35,AI Lane
n2735,n2635,0.6672,60,AJ Boulevard
n2735,n2734,0.6631,35,28th Street
n2735,n2736,0.6631,35,28th Street
n2735,n2835,0.6672,60,AJ Boulevard
n2736,n2636,0.6672,35,AK Lane
n2736,n2735,0.6631,35,28th Street
n2736,n2737,0.6631,35,28th Street
n2736,n2836,0.6672,35,AK Lane
n2737,n2637,0.6672,35,AL Lane
n2737,n2736,0.6631,35,28th Street
n2737,n2738,0.6631,35,28th Street
n2738,n2638,0.6672,35,AM Lane
n2738,n2737,0.6631,35,28th Street
n2738,n2739,0.6631,35,28th Street
n2738,n2838,0.6672,35,AM Lane
n2739,n2639,0.6672,35,AN Lane
n2739,n2738,0.6631,35,28th Street
n2800,n2700,0.6672,60,A Boulevard
n2800,n2801,0.6630,35,29th Street
n2800,n2900,0.6672,60,A Boulevard
n2801,n2701,0.6672,35,B Lane
n2801,n2800,0.6630,35,29th Street
n2801,n2802,0.6630,35,29th Street
n2801,n2901,0.6672,35,B Lane
n2802,n2702,0.6672,35,C Lane
n2802,n2801,0.6630,35,29th Street
n2802,n2803,0.6630,35,29th Street
n2802,n2902,0.6672,35,C Lane
n2803,n2802,0.6630,35,29th Street
n2803,n2804,0.6630,35,29th Street
n2803,n2903,0.6672,35,D Lane
n2804,n2704,0.6672,35,E Lane
n2804,n2803,0.6630,35,29th Street
n2804,n2805,0.6630,35,29th Street
n2804,n2904,0.6672,35,E Lane
n2805,n2705,0.6672,60,F Boulevard
n2805,n2804,0.6630,35,29th Street
n2805,n2806,0.6630,35,29th Street
n2805,n2905,0.6672,60,F Boulevard
n2806,n2706,0.6672,35,G Lane
n2806,n2805,0.6630,35,29th Street
n2806,n2807,0.6630,35,29th Street
n2806,n2906,0.6672,35,G Lane
n2807,n2707,0.6672,35,H Lane
n2807,n2806,0.6630,35,29th Street
n2807,n2907,0.6672,35,H Lane
n2808,n2708,0.6672,35,I Lane
n2808,n2809,0.6630,35,29th Street
n2808,n2908,0.6672,35,I Lane
n2809,n2709,0.6672,35,J Lane
n2809,n2808,0.6630,35,29th Street
n2809,n2810,0.6630,35,29th Street
n2809,n2909,0.6672,35,J Lane
n2810,n2710,0.6672,60,K Boulevard
n2810,n2809,0.6630,35,29th Street
n2810,n2811,0.6630,35,29th Street
n2810,n2910,0.6672,60,K Boulevard
n2811,n2711,0.6672,35,L Lane
n2811,n2810,0.6630,35,29th Street
n2811,n2911,0.6672,35,L Lane
n2812,n2813,0.6630,35,29th Street
n2812,n2912,0.6672,35,M Lane
n2813,n2713,0.6672,35,N Lane
n2813,n2812,0.6630,35,29th Street
n2813,n2814,0.6630,35,29th Street
n2813,n2913,0.6672,35,N Lane
n2814,n2714,0.6672,35,O Lane
n2814,n2813,0.6630,35,29th Street
n2814,n2815,0.6630,35,29th Street
n2814,n2914,0.6672,35,O Lane
n2815,n2715,0.6672,60,P Boulevard
n2815,n2814,0.6630,35,29th Street
n2815,n2816,0.6630,35,29th Street
n2815,n2915,0.6672,60,P Boulevard
n2816,n2716,0.6672,35,Q Lane
n2816,n2815,0.6630,35,29th Street
n2816,n2817,0.6630,35,29th Street
n2816,n2916,0.6672,35,Q Lane
n2817,n2717,0.6672,35,R Lane
n2817,n2816,0.6630,35,29th Street
n2817,n2818,0.6630,35,29th Street
n2817,n2917,0.6672,35,R Lane
n2818,n2718,0.6672,35,S Lane
n2818,n2817,0.6630,35,29th Street
n2818,n2819,0.6630,35,29th Street
n2818,n2918,0.6672,35,S Lane
n2819,n2818,0.6630,35,29th Street
n2819,n2820,0.6630,35,29th Street
n2819,n2919,0.6672,35,T Lane
n2820,n2720,0.6672,60,U Boulevard
n2820,n2819,0.6630,35,29th Street
n2820,n2821,0.6630,35,29th Street
n2820,n2920,0.6672,60,U Boulevard
n2821,n2721,0.6672,35,V Lane
n2821,n2820,0.6630,35,29th Street
n2821,n2822,0.6630,35,29th Street
n2821,n2921,0.6672,35,V Lane
n2822,n2722,0.6672,35,W Lane
n2822,n2821,0.6630,35,29th Street
n2822,n2823,0.6630,35,29th Street
n2822,n2922,0.6672,35,W Lane
n2823,n2723,0.6672,35,X Lane
n2823,n2822,0.6630,35,29th Street
n2823,n2824,0.6630,35,29th Street
n2823,n2923,0.6672,35,X Lane
n2824,n2724,0.6672,35,Y Lane
n2824,n2823,0.6630,35,29th Street
n2824,n2825,0.6630,35,29th Street
n2824,n2924,0.6672,35,Y Lane
n2825,n2725,0.6672,60,Z Boulevard
n2825,n2824,0.6630,35,29th Street
n2825,n2826,0.6630,35,29th Street
n2825,n2925,0.6672,60,Z Boulevard
n2826,n2726,0.6672,35,AA Lane
n2826,n2825,0.6630,35,29th Street
n2826,n2827,0.6630,35,29th Street
n2826,n2926,0.6672,35,AA Lane
n2827,n2727,0.6672,35,AB Lane
n2827,n2826,0.6630,35,29th Street
n2827,n2828,0.6630,35,29th Street
n2827,n2927,0.6672,35,AB Lane
n2828,n2827,0.6630,35,29th Street
n2828,n2829,0.6630,35,29th Street
n2828,n2928,0.6672,35,AC Lane
n2829,n2729,0.6672,35,AD Lane
n2829,n2828,0.6630,35,29th Street
n2829,n2830,0.6630,35,29th Street
n2829,n2929,0.6672,35,AD Lane
n2830,n2730,0.6672,60,AE Boulevard
n2830,n2829,0.6630,35,29th Street
n2830,n2831,0.6630,35,29th Street
n2830,n2930,0.6672,60,AE Boulevard
n2831,n2830,0.6630,35,29th Street
n2831,n2832,0.6630,35,29th Street
n2831,n2931,0.6672,35,AF Lane
n2832,n2732,0.6672,35,AG Lane
n2832,n2831,0.6630,35,29th Street
n2832,n2833,0.6630,35,29th Street
n2832,n2932,0.6672,35,AG Lane
n2833,n2733,0.6672,35,AH Lane
n2833,n2832,0.6630,35,29th Street
n2833,n2933,0.6672,35,AH Lane
n2834,n2734,0.6672,35,AI Lane
n2834,n2835,0.6630,35,29th Street
n2834,n2934,0.6672,35,AI Lane
n2835,n2735,0.6672,60,AJ Boulevard
n2835,n2834,0.6630,35,29th Street
n2835,n2836,0.6630,35,29th Street
n2835,n2935,0.6672,60,AJ Boulevard
n2836,n2736,0.6672,35,AK Lane
n2836,n2835,0.6630,35,29th Street
n2836,n2837,0.6630,35,29th Street
n2836,n2936,0.6672,35,AK Lane
n2837,n2836,0.6630,35,29th Street
n2837,n2838,0.6630,35,29th Street
n2837,n2937,0.6672,35,AL Lane
n2838,n2738,0.6672,35,AM Lane
n2838,n2837,0.6630,35,29th Street
n2838,n2839,0.6630,35,29th Street
n2838,n2938,0.6672,35,AM Lane
n2839,n2838,0.6630,35,29th Street
n2839,n2939,0.6672,35,AN Lane
n2900,n2800,0.6672,60,A Boulevard
n2900,n2901,0.6630,35,30th Street
n2900,n3000,0.6672,60,A Boulevard
n2900,n3400,3.3359,100,Ring Motorway
n2900,n2400,3.3359,100,Ring Motorway
n2901,n2801,0.6672,35,B Lane
n2901,n2900,0.6630,35,30th Street
n2901,n2902,0.6630,35,30th Street
n2901,n3001,0.6672,35,B Lane
n2902,n2802,0.6672,35,C Lane
n2902,n2901,0.6630,35,30th Street
n2902,n2903,0.6630,35,30th Street
n2902,n3002,0.6672,35,C Lane
n2903,n2803,0.6672,35,D Lane
n2903,n2902,0.6630,35,30th Street
n2903,n2904,0.6630,35,30th Street
n2903,n3003,0.6672,35,D Lane
n2904,n2804,0.6672,35,E Lane
n2904,n2903,0.6630,35,30th Street
n2904,n2905,0.6630,35,30th Street
n2904,n3004,0.6672,35,E Lane
n2905,n2805,0.6672,60,F Boulevard
n2905,n2904,0.6630,35,30th Street
n2905,n3005,0.6672,60,F Boulevard
n2906,n2806,0.6672,35,G Lane
n2906,n2907,0.6630,35,30th Street
n2906,n3006,0.6672,35,G Lane
n2907,n2807,0.6672,35,H Lane
n2907,n2906,0.6630,35,30th Street
n2907,n2908,0.6630,35,30th Street
n2907,n3007,0.6672,35,H Lane
n2908,n2808,0.6672,35,I Lane
n2908,n2907,0.6630,35,30th Street
n2908,n2909,0.6630,35,30th Street
n2908,n3008,0.6672,35,I Lane
n2909,n2809,0.6672,35,J Lane
n2909,n2908,0.6630,35,30th Street
n2909,n3009,0.6672,35,J Lane
n2910,n2810,0.6672,60,K Boulevard
n2910,n2911,0.6630,35,30th Street
n2910,n3010,0.6672,60,K Boulevard
n2911,n2811,0.6672,35,L Lane
n2911,n2910,0.6630,35,30th Street
n2911,n2912,0.6630,35,30th Street
n2912,n2812,0.6672,35,M Lane
n2912,n2911,0.6630,35,30th Street
n2912,n2913,0.6630,35,30th Street
n2912,n3012,0.6672,35,M Lane
n2913,n2813,0.6672,35,N Lane
n2913,n2912,0.6630,35,30th Street
n2913,n2914,0.6630,35,30th Street
n2913,n3013,0.6672,35,N Lane
n2914,n2814,0.6672,35,O Lane
